docno	r_avail	text	Docno	Page	x1	y1	x2	y2
446	-1	Lee, Gray, Paek, and Burke 500 mL). The combined organic phases were washed with brine (3 x 350 mL), dried over anhydrous magnesium sulfate, and concentrated in vacuo to provide a light yellow solid. The crude product was purified by flash chromatography on silica gel (EtOAc:petroleum ether 1:1 — EtOAc — EtOAc:MeCN 9:1) to give the title compound BB, as a colorless crystalline solid (11.98 g, 45.75 mmol, 60%). Crystals suitable for X-ray crystallography analysis were grown by slow evaporation from ethyl acetate at 23 °C. This material was stored under air at 23 °C for one year and six months without decomposition. TLC (EtOAc) R; = 0.46, visualized with KMnO,. 'H NMR (500 MHz, CD,CN) 5 6.69 (d, J = 15.0 Hz, 1H), 6.33 (d, J = 14.5 Hz, 1H), 3.97 (d, J = 17.0 Hz, 2H), 3.82 (d, J= 17.0 Hz, 2H), 2.80 (s, 3H). 3C NMR (125 MHz, CD,CN) 5 169.0, 118.8, 62.6, 47.9. ''B NMR (100 MHz, CD,CN) 6 10.5. IR (thin film, cm'') 3006, 2962, 1755, 1589, 1451, 1338, 1286, 1196, 1152, 1118, 1080, 1025, 1009, 961, 893, 872, 773, 678. S4	Paper9_SIa	4	210	161	2339	3130
447	-1	A solution of the catalyst was prepared as follows: A 20 mL Wheaton vial equipped with a magnetic stir bar was charged with Pd(OAc), (5.60 mg, 0.025 mmol, 1.0 eq.) and 2-dicyclohexylphosphino-2’,6’- dimethoxy-1,1’-biphenyl (5a) (20.5 mg, 0.050 mmol, 2.0 eq.). Toluene (3.00 mL) was added and the vial was sealed with a PTFE-lined plastic cap. The resulting mixture was stirred at 23 °C for 45 min. resulting in a yellow Pd/Sa catalyst solution (0.00833 N Pd in toluene). HRMS (ESI) Calculated for C,;H,,NO,B (M+H)’: 286.1251 Found: 286.1249	Paper9_SIa	5	209	888	2339	3024
448	-1	This catalyst solution was then utilized in the following procedure: A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), trans-2-phenylvinylboronic acid (4) (0.229 g, 1.50 mmol, 1.5 eq.), KF (0.116 g, 2.00 mmol, 2.0 eq.; based on BB,), toluene (7.0 mL), and the catalyst solution (1.20 mL, 0.01 mmol, 1.0 mol% Pd). The vial was then sealed with a PTFE-lined plastic cap, and the reaction mixture was stirred for 24 hr at 23 °C. The resulting heterogeneous yellow mixture was diluted with acetonitrile (10.0 mL), filtered through short pad Celite using acetonitrile (100 mL), and concentrated in vacuo. The crude product was purified by flash chromatography on silica gel (EtOAc:Petroleum ether 1:1 —> EtOAc — EtOAc:MeCN 2:1) to give the title compound 6 as a colorless crystalline solid (0.263 g, 0.922 mmol, 92%). Dienyl boronate 6 was stable to storage for at least two weeks on the benchtop under air both as a solid and as a solution in DMSO-d,.	Paper9_SIa	5	210	1176	2339	1743
449	-1	A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), Pd,dba, (0.037 g, 0.040 mmol, 4.0 mol% Pd), Fur;P (0.021 g, 0.090 mmol, 9.0 mol%), DMF (8.0 mL) and tributyl(vinyltin (7) (0.346 mL, 1.15 mmol, 1.15 eq.). The vial was then sealed with a PTFE- lined plastic cap, and the reaction mixture was stirred for 12 h at 45 °C. The resulting reddish mixture was diluted with brine (50 mL) and then extracted with ethyl acetate (3 x 100 mL). The combined organic fractions were dried over anhydrous magnesium sulfate and concentrated in vacuo. The crude product was purified by flash chromatography on silica gel (EtOAc:Petroleum ether 1:1 — EtOAc — EtOAc:MeCN 15:1) to give the title compound 8 as a colorless crystalline solid (0.190 g, 0.909 mmol, 91%). Loo HRMS (ESI) Calculated for C,H,,BNO,Na (M+Na)*: 232.0757 Found 232.0757	Paper9_SIa	7	210	866	2339	2642
450	-1	"Lee, Gray, Paek, and Burke O MeN MeO B-o\o YS S070 90 B-O Bro ""9"" Pd(OAc)o, PPh, BB, Et,N, DMF, 45 °C 12h, 90% y (E,E)-1,3-butadienyl-(4-methylester)boronate ester (10) A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), PPh, (0.0159 g, 0.060 mmol, 6.0 mol%), Pd(OAc), (0.0067 g, 0.030 mmol, 3.0 mol% Pd), Et,N (0.279 mL, 2.00 mmol, 2.0 eq.; based on BB,), methyl acrylate (9) (0.136 mL, 1.50 mmol, 1.5 eq.), and DMF (7.0 mL). The vial was sealed with a PTFE-lined plastic cap, and the reaction mixture was stirred at 45 °C for 12 h. The resulting mixture was diluted with brine (50 mL) and extracted with ethyl acetate (3 x 100 mL). The combined organic layers were dried over anhydrous magnesium sulfate and concentrated in vacuo. The crude product was purified by flash chromatography on silica gel (EtOAc:Petroleum ether 1:1 — EtOAc — EtOAc:MeCN 15:1) to give the title compound 10 as a light yellow solid (0.240 g, 0.898 mmol, 90%). TLC (EtOAc) R; = 0.33, visualized by UV lamp (A = 254 nm). 'H NMR (500 MHz, CDCI) 5 7.20 (dd, J = 15.5, 10.5 Hz, 1H), 6.68 (dd, J = 17.0, 10.5 Hz, 1H), 6.02 (d, J = 17.5 Hz, 1H), 5.89 (d, J = 15.5 Hz, 1H), 4.11 (d, J = 17.0 Hz, 2H), 3.79 (d, J = 17.0 Hz, 2H), 3.67 (s, 3H), 2.82 (s, 3H). 3C NMR (125 MHz, CDCI,) 5 168.8, 167.3, 145.4, 140.9, 122.4, 61.7, 51.6, 47.2. ''B NMR (100 MHz, CDCI,) 6 9.9. IR (thin film, cm'') 3005, 1751, 1734, 1718, 1701, 1696, 1685, 1654, 1595, 1560, 1437, 1334, 1281, 1233, 1129, 991, 863, 716, 662. S8"	Paper9_SIa	8	211	161	2339	3130
451	-1	Lee, Gray, Paek, and Burke A TS MeN MeN 11 \ in Pd(PPhs)4, Cul f os 0 Bre S~ ‘o~No Piperidine Za THF, 23°C TMS 45 BB, 0 3 h, 73% (E)-2-trimethylsilylethyleneboronate ester (12) MeN Loo AN ‘Oo Oo TMS 12 TLC (EtOAc) R, = 0.60, visualized by UV lamp (A = 254 nm) or with KMnQ,,. 'H NMR (500 MHz, CDCI,) 5 6.12 (d, J = 18.0 Hz, 1H), 6.04 (d, J = 18.5 Hz, 1H), 4.08 (d, J = 17.0 Hz, 2H), 3.70 (d, J = 17.0 Hz, 2H), 2.82 (s, 3H), 0.15 (s, 9H). 3C NMR (125 MHz, CDCI,) 5 168.7, 123.7, 104.6, 96.4, 61.6, 47.2, -0.2. ''B NMR (100 MHz, CDCI,) 6 11.5. IR (thin film, cm'') 3016, 2959, 2898, 2152, 1760, 1600, 1451, 1423, 1342, 1293, 1251, 1170, 1116, 1066, 1025, 1003, 953, 842, 760, 734, 679. S9	Paper9_SIa	9	211	161	2339	3130
452	-1	"A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), Pd(PPh), (0.058 g, 0.050 mmol, 5.0 mol%), Cul (0.019 g, 0.100 mmol, 10.0 mol%), piperidine (0.227 mL, 2.30 mmol, 3.0 eq.), THF (5.0 mL), and trimethylsilylacetylene (11) (0.166 mL, 1.15 mmol, 1.5 eq.). The vial was then sealed with a PTFE-lined plastic cap, and the reaction mixture was stirred at 23 °C for 3 h. The resulting mixture was diluted with EtOAc (5.0 mL) and filtered through a short pad of silica gel using EtOAc (100 mL). The filtrate was concentrated in vacuo, and the resulting crude product was purified by flash chromatography on silica gel (EtOAc:Petroleum ether 1:1 —> EtOAc) to give the title compound 12 as a colorless crystalline solid (0.203 g, 0.728 mmol, 73%). HRMS (ESI) Calculated for C,,H,,B NO,Si (M+H)"": 280.1176 Found: 280.1178"	Paper9_SIa	9	211	888	2341	2636
453	-1	Lee, Gray, Paek, and Burke Me Me Me~\-O O~/ Me B-B t Me Oo O-v- Me Me 13 M le MeN MeN \e 5a 71% (E)-(2-pinacolethenyl)boronate ester (14) A solution of the catalyst was prepared as follows: A 20 mL Wheaton vial equipped with a magnetic stir bar was charged with PdCl,(CH;CN), (7.9 mg, 0.030 mmol, 1.0 eq.) and 2-dicyclohexylphosphino-2’ ,6’- dimethoxy-1,1’-bipheny] (5a) (38.0 mg, 0.090 mmol, 3.0 eq.). Toluene (3.00 mL) was added and the vial was sealed with a PTFE-lined plastic cap. The resulting mixture was stirred at 23 °C for 30 min yielding a clear yellow Pd/5a catalyst solution. TLC (EtOAc) > R, = 0.23, visualized with KMnO,. YO 'H NMR (500 MHz, CD,CN) 5 6.67 (d, J = 20.5 Hz, 1H), 6.11 (d, J=21.0 Hz, 1H), 3.96 (d, J = 17.0 Hz, 2H), 3.80 (d, J = 17.0 Hz, 2H), 2.76 (s, 3H), 1.22 (s, 12H). 3C NMR (125 MHz, CD,CN) 5 169.4, 84.1, 62.5, 47.7, 25.1. HRMS (ESI) Calculated for C,,H,,NO,B, (M+H)*: = 310.1633 Found: 310.1638 S10	Paper9_SIa	10	209	161	2340	3130
454	-1	2 3 2 Me . N y\\. PdCla(CHsCN) 0, ~ Rolo ~~ Bolo B 0 <o This catalyst solution was then utilized in the following procedure: A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with BB, (0.262 g, 1.00 mmol, 1.0 eq.), bis(pinacolato)diboron (13) (0.324 g, 1.25 mmol, 1.25 eq.), potassium acetate (0.297 g, 3.00 mmol, 3.0 eq.), toluene (5.0 mL), and catalyst solution (3.0 mL, 3.0 mol% Pd). The vial was sealed with a PTFE-lined plastic cap, and the reaction mixture was stirred for 36 h at 45 °C. The resulting heterogeneous mixture was diluted with ethyl acetate (5.0 mL) and filtered through short pad of Celite. Concentration of the filtrate in vacuo provided a light yellow solid. This crude product was purified by flash chromatography on silica gel (EtOAc:Petroleum ether 1:1 — EtOAc — EtOAc:MeCN 15:1) to give the title compound 14 as a colorless crystalline solid (0.219 g, 0.710 mmol, 71%). Crystals suitable for X-ray crystallography analysis were grown by slow evaporation from EtOAc at 23 °C. This material was stored under air at 23 °C for one year and six months without decomposition.	Paper9_SIa	10	210	481	2340	1895
455	-1	Lee, Gray, Paek, and Burke MeN Bu,sn7 ~~ 2nCl MeN 1 _~ £80 ° Yes Jodo Br oo Bussn~ S~ S~9~Sg BB die, POA, = 8 1 PCy> THF, 0°C 16 MeO Oy OMe 2 h, 66% 5a (E,E)-1,3-butadienyl-4-(tributylstannyl)boronate ester (16) MeN bo BusSn~ “~~ ‘o~ So 16 TLC (EtOAc) R,; = 0.45, visualized with KMnO,. 'H NMR (500 MHz, acetone-d,) 6 6.65 (dd, J = 9.5, 18.5 Hz, 1H), 6.52 (dd, J = 10.0, 17.5 Hz, 1H), 6.31 (d, J = 18.5 Hz, 1H), 5.63 (d, J = 17.0 Hz, 1H), 4.21 (d, J = 17.0 Hz, 2H), 4.03 (d, J = 17.0 Hz, 2H), 3.00 (s, 3H), 1.54 (m, 6H), 1.32 (m, 6H), 0.95 (t, J = 8.0 Hz, 6H), 0.88 (t, J = 7.5 Hz, 9H). '3C NMR (125 MHz, acetone-d,) 6 169.0, 150.2, 146.2, 135.2, 62.3, 47.3, 29.9, 27.9, 13.9, 9.9. ''B NMR (100 MHz, acetone-d,) 6 11.3. $12	Paper9_SIa	12	211	161	2339	3130
456	-1	A solution of the catalyst was prepared as follows: To a 4 mL vial equipped with a magnetic stir bar and containing 2-dicyclohexylphosphino-2’,6’-dimethoxy-1,1’-biphenyl (5a) (15.2 mg, 0.037 mmol, 2.0 eq.) was added a solution of Pd(OAc), in THF (0.095 M, 0.19 mL, 0.018 mmol, 1.0 eq.). The vial was sealed with a PTFE-lined cap and maintained at 23 °C with stirring for 15 min. yielding a clear yellow Pd/5a catalyst solution.	Paper9_SIa	12	209	813	2339	1089
457	-1	This catalyst solution was then utilized in the following procedure: (E)-2-(tributylstannyl)vinylzinc chloride (15) was prepared according to literature precedent®: To a solution of trans-1,2-bis(tri-n- butylstannyl)ethylene (231 mg, 0.382 mmol, 2.0 eq.) in THF (0.4 mL) at -78 °C was added n- butyllithium (1.55 M in hexanes, 0.27 mL, 0.42 mmol, 2.2 eq.). After 30 min at —78 °C, a freshly prepared solution of ZnCl, (57 mg, 0.42 mmol, 2.2 eq.) in THF (0.84 mL) was added causing rapid decoloration. The solution was then warmed to —20 °C. During the formation of Negishi reagent 15, to a slurry of BB, (50 mg, 0.191 mmol, 1.0 eq.) in THF (0.2 mL) at 23 °C was added the catalyst stock solution described above (0.10 mL, 0.0095 mmol Pd, 5 mol% Pd) and the resulting slurry was stirred for 30 min before cooling to 0 °C. Negishi reagent 15 was then cannulated into the BB, solution over 5 min. After 2 h at 0 °C the reaction was diluted with EtOAc (10 mL) and then concentrated in vacuo. The resulting red oil was dissolved in EtOAc and filtered through a short pad of silica gel with a copious amount of EtOAc, and the filtrate was concentrated in vacuo. The resulting crude product was purified by flash chromatography on silica gel (EtOAc:hexanes 1:1 — EtOAc) to yield 16 as a pale yellow foam (62.2 mg, 0.125 mmol, 66%).	Paper9_SIa	12	210	1102	2339	1898
458	-1	To a 20 mL I-Chem vial equipped with a stir bar was added 14 (320 mg, 1.05 mmol, 1.0 eq.), finely ground anhydrous K,PO, (669 mg, 3.15 mmol, 3.0 eq.), PdCl,dppf-CH,Cl, (26 mg, 0.32 mmol, 3 mol%), and (E)-1-chloro-2-iodoethylene (17)* (396 mg, 2.10 mmol, 2.0 eq.). The vial was sealed with a PTFE- lined cap and DMSO (8.4 mL) was added via syringe. The resulting mixture was stirred at 23 °C for 9 h. The reaction was quenched with the addition of 0.5 M pH 7 phosphate buffer (8 mL) and the resulting mixture was extracted with THF:Et,O 1:1 (4 x 15 mL). The combined organic extracts were washed with brine (25 mL), dried over Na,SO,, and concentrated in vacuo. The resulting residue was diluted with acetone (15 mL) and concentrated onto Florisil®. The resulting powder was dry-loaded on top of a silica gel column and flash chromatography was performed (hexanes:EtOAc 1:1 — EtOAc — EtOAc:MeCN 9:1) to yield BB, as a colorless crystalline solid (139 mg, 0.571 mmol, 54%). HRMS (EI+) Calculated for C,H,,O,NCIB (M)*: 243.0469 Found: 243.0467	Paper9_SIa	14	210	867	2339	2727
459	-1	A 30 mL Wheaton vial equipped with a magnetic stir bar was charged with Pd,(dba), (0.021 g, 0.023 mmol, 1.5 mol%), Ph,As (0.014 g, 0.046 mmol, 3.0 mol%), 16 (0.760 g, 1.53 mmol, 1.0 eq.) as a solution in DMF (5.0 mL), and finally (£)-1-chloro-2-iodoethylene (0.575 g, 3.05 mmol, 2.0 eq.). The vial was sealed with a PTFE-lined plastic cap, and the reaction mixture was stirred at 23 °C for 3.5 h. To the resulting deep reddish mixture was then added saturated aqueous Na,S,O,; (50 mL) and the resulting mixture was extracted with EtOAc (3 x 85 mL). The combined organic extracts were washed with brine (3 x 50 mL), dried over anhydrous magnesium sulfate, and concentrated in vacuo to provide an orange solid. This crude product was purified by flash chromatography on Florisil® (petroleum ether:EtOAc 1:1 — EtOAc — EtOAc:MeCN 9:1) to give the title compound BB; as a light yellow solid (0.297 g, 1.10 mmol, 72%). x \ 2D BLD Oo HRMS (ESI) Calculated for C,,H,,BNO,Cl (M+H)*: 270.0704 Found: 270.0717	Paper9_SIa	15	210	819	2339	2607
460	-1	Lee, Gray, Paek, and Burke B(OH)». MeN (tS MeN 2 cnn“ ‘o- So a (b§$ “Yr ‘Oo O BB, pcy, Pd(OACc)» Me 19 -Pr Cs2COsz, THF Pr S 5b 45 °C, 24h, 64% -Pr (E,E,E,E)-1,3,5,7-undecatetraenylboronate ester (19) MeN Loo (B@SYowYPere se 9S 0 Me TLC (EtOAc) R,= 0.48, visualized by UV lamp (A = 254 and 365 nm) or with KMnQ,. 'H NMR (500 MHz, acetone-d,) 6 6.60 (dd, J = 9.5, 17.0 Hz, 1H), 6.36-6.25 (m, 3H), 6.20 (dd, J = 10.0, 14.5 Hz, 1H), 6.12 (dd, J = 10.5, 15.0 Hz, 1H), 5.76 (td, J = 7.0, 15.5 Hz, 1H), 5.67 (d, J = 17.5 Hz, 1H), 4.22 (d, J = 16.5 Hz, 2H), 4.02 (d, J = 17.0 Hz, 2H), 2.99 (s, 3H), 2.07 (app q, J = 7.5 Hz, 2H), 1.40-1.36 (m, 2H), 0.89 (t, J = 7.5 Hz, 3H). '3C NMR (125 MHz, acetone-d,) 6 169.0, 143.4, 136.3, 135.1, 135.0, 134.8, 131.7, 131.5, 62.3, 47.3, 35.5, 23.1, 13.9. ''B NMR (100 MHz, acetone-d,) 6 11.2. IR (thin film, cm'') 3008, 2961, 2929, 2858, 1766, 1744, 1459, 1342, 1294, 1254, 1155, 1124, 1010, 988, 955, 868. S16	Paper9_SIa	16	211	161	2342	3130
461	-1	A solution of the palladium catalyst was prepared as follows: To a 4 mL vial equipped with a stir bar and containing 2-dicyclohexylphosphino-2’,4’ ,6’-tri-iso-propyl-1,1’-biphenyl (5b) (3.0 mg, 0.0063 mmol, 2.0 eq.) in THF (0.577 mL) was added a solution of Pd(OAc), in THF (0.00547 M, 0.577 mL, 0.0032 mmol, 1.0 eq.). The vial was sealed with a PTFE-lined cap and stirred at 23 °C for 15 min. 19 HRMS (ESI) Calculated for C,,H,;BNO, (M+H)*: 304.1720 Found: 304.1711	Paper9_SIa	16	209	780	2339	2878
462	-1	This catalyst solution was then utilized in the following procedure: To a 7 mL vial equipped with a magnetic stir bar and containing BB, (11.0 mg, 0.0408 mmol, 1.0 eq.) was added (£)-1-penten-1- ylboronic acid (18) (7.0 mg, 0.0612 mmol, 1.5 eq.), Cs,CO, (39.9 mg, 0.122 mmol, 3.0 eq.), THF (0.835 mL) and the catalyst solution (0.298 mL, 2 mol% Pd). The resulting mixture was then sealed with a PTFE-lined plastic cap and stirred at 45 °C for 24 h. (BB; and product 19 were best separated on TLC plates by eluting twice with EtOAc). The resulting heterogeneous mixture was diluted with ethyl acetate (~1.0 mL) and filtered through a thin pad of Florisil® with copious amounts of EtOAc. The crude product was purified by flash chromatography on Florisil® (petroleum ether:EtOAc 1:1 — EtOAc — EtOAc:MeCN 15:1) to give the title compound 19 as a yellow solid (7.9 mg, 0.0261 mmol, 64%).	Paper9_SIa	16	210	1011	2340	1524
463	-1	"Lee, Gray, Paek, and Burke III. Total synthesis of all-trans-retinal (23) MeN ¢ Bro B-O4 -O MeN Me. Me Me Oo” *O Me Me Me ""7 ~ HX B(OH)2 BB, Sw PRROUSR BO o O Pd(OAc)> Me 20 PCy. K3PO, Me 21 MeO @ OMe ioluene, 23 °C 5a 60h, 78% Boronate ester 21 TLC (EtOAc) R,; = 0.45, visualized with KMnO,. 'H NMR (500 MHz, acetone-d,) § 6.98 (dd, J = 11.0, 17.0 Hz, 1H), 6.23 (d, J = 16.0 Hz, 1H), 6.13 (d, J = 11.5 Hz, 1H), 6.10 (d, J = 16.0 Hz, 1H), 5.71 (d, J = 17.0 Hz, 1H), 4.21 (d, J = 17.0 Hz, 2H), 4.03 (d, J = 17.0 Hz, 2H), 3.00 (s, 3H), 2.01 (app t, J = 6.0 Hz, 2H), 1.94 (d, J = 1.0 Hz, 3H), 1.68 (d, J = 1.0 Hz, 3H), 1.63- 1.58 (m, 2H), 1.48-1.45 (m, 2H), 1.01 (s, 6H). '3C NMR (125 MHz, acetone-d,) 6 169.1, 140.9, 139.3, 138.7, 136.7, 133.1, 129.6, 127.9, 62.2, 47.4, 40.2, 34.8, 33.5, 29.2, 21.9, 19.9, 12.7. S17"	Paper9_SIa	17	211	161	2342	3130
464	-1	A solution of the catalyst was prepared as follows: To a4 mL vial equipped with a stir bar and containing 2-dicyclohexylphosphino-2’ ,6’-dimethoxy-1,1’-bipheny] (5a) (23.1 mg, 0.056 mmol, 2.0 eq.) was added a solution of Pd(OAc), in toluene (0.038 M, 0.740 mL, 0.028 mmol, 1.0 eq.). The vial was sealed with a PTFE-lined cap and maintained at 65 °C with stirring for 15 min. ''B NMR (100 MHz, acetone-d,) 6 11.7.	Paper9_SIa	17	209	929	2340	2955
465	-1	This catalyst solution was then utilized in the following procedure: To a 40 mL J-Chem vial equipped with a magnetic stir bar and containing a solution of 20° in toluene (estimated 0.17 M, 11.5 mL, 1.96 mmol, 1.5 eq.) was added anhydrous K,PO, as a finely ground powder (0.833 g, 3.92 mmol, 3.0 eq.), BB, (0.342 g, 1.30 mmol, 1.0 eq.), and the catalyst solution (0.688 mL, 0.026 mmol Pd, 2 mol% Pd). The resulting mixture was sealed with a PTFE-lined cap and stirred at 23 °C for 60 h. The mixture was then filtered through a pad of silica gel with copious amounts of acetonitrile. To the resulting solution was added Florisil® and the solvent was removed in vacuo. The resulting powder was dry-loaded on top of a silica gel column and flash chromatography was performed (hexanes:EtOAc 1:1 — EtOAc = EtOAC:MeCN 9:1) to yield the title compound 21 as a yellow powder (0.377 g, 1.02 mmol, 78%).	Paper9_SIa	17	210	1160	2341	1671
466	-1	MIDA boronate 21 was converted to boronic acid 32 via the following procedure: In a 7 mL Wheaton vial, to a stirred solution of 21 (35.9 mg, 0.101 mmol, 1.0 eq.) in THF (1.44 mL) at 23 °C was added 1 M aq. NaOH (0.30 mL, 0.30 mmol, 3.0 eq.) and the resulting mixture was stirred for 15 min. The reaction was then quenched with the addition of 0.5 M pH 7 phosphate buffer (1.5 mL) and diluted with Et,O (1.5 mL). The layers were separated and the aqueous layer was extracted with THF:Et,O 1:1 (3 x 3 mL). The combined organic layers were dried over MgSO, and concentrated in vacuo until a small amount of THF (~1 mL) remained, yielding a solution of 32; TLC: (EtOAc) R; = 0.70, visualized by KMnQO,.	Paper9_SIa	18	210	1217	2340	1608
467	-1	A solution of the palladium catalyst was prepared as follows: To a 1.5 mL vial equipped with a magnetic stir bar and containing 2-dicyclohexylphosphino-2’,6’-dimethoxy-1,1’-biphenyl (5a) (3.6 mg, 0.0088 mmol, 2.0 eq.) was added a solution of Pd(OAc), in toluene (0.038 M , 0.115 mL, 0.0044 mmol, 1.0 eq.). The vial was sealed with a PTFE-lined cap and maintained at 65 °C with stirring for 15 min.	Paper9_SIa	18	209	1621	2338	1839
468	-1	"This catalyst solution was then utilized in the following procedure: To a 4 mL vial equipped with a magnetic stir bar and containing enal 22° (10 mg, 0.067 mmol, 1.0 eq.) was added boronic acid 32 as a solution in THF (estimated 0.101 M, 1 mL, 0.101 mmol, 1.5 eq.), anhydrous K,PO, as a finely ground powder (42.6 mg, 0.201 mmol, 3.0 eq.), and the catalyst stock solution described above (0.035 mL, 0.0013 mmol Pd, 2 mol% Pd). The resulting mixture was sealed with a PTFE-lined cap and stirred at 23 °C for 5 h. The reaction was then quenched with the addition of saturated aqueous NaHCO, (2 mL). The layers were separated and the aqueous layer was extracted with Et,O (3 x 5 mL). The combined organic layers were dried over Na,SO, and concentrated in vacuo. The crude material was purified by flash chromatography (hexanes:EtOAc 32:1) to yield all-trans-retinal (23) as a bright yellow solid (12.6 mg, 0.044 mmol, 66%). 'H NMR"", °C NMR”, HRMS, and IR"" analysis of synthetic 23 were fully consistent with the data reported for the isolated natural product."	Paper9_SIa	18	210	1852	2340	2474
469	-1	In an unoptimized procedure, a 150 mL bomb flask equipped with a magnetic stir bar was charged with BH,-SMe, (1.8 mL, 19.4 mmol, 1.0 eq.) and THF (11 mL). The solution was cooled to 0 °C and (+)-a- pinene (6.3 mL, 39.7 mmol, 2.0 eq.) was added dropwise. The solution was stirred at 0 °C for 10 min then allowed to warm to 23 °C and stirred at 23 °C for 2 h, during which time a white precipitate formed. The solution was then recooled to 0 °C and an excess of 1-butyne (33) was condensed into the reaction via a balloon resulting in a clear, colorless solution. The flask was then sealed with a Teflon screw cap and was stirred at 0 °C for 30 min, warmed to 23 °C, and stirred at 23 °C for 1.5 h. The solution was recooled to 0 °C and acetaldehyde (10.4 mL, 185 mmol, 9.5 eq.) was added. The bomb flask was resealed with the Teflon screw cap and the reaction was stirred at 40 °C for 14h. The reaction was allowed to cool to 23 °C and water (5 mL) was added. After stirring for 3 h at 23 °C, the solution was diluted with EtOAc (50 mL), dried over MgSO,, and concentrated in vacuo. The resulting residue was taken up in hexanes (50 mL) and the resulting mixture was extracted with 10% aqueous NaOH (2 x 10 mL). The combined aqueous extractions were washed with hexanes (2 x 20 mL) and then acidified to pH 2-3 with concentrated hydrochloric acid. The acidified aqueous layer was then extracted with EtOAc (3 x 30 mL), and the combined organic extracts were washed with saturated aq. NaHCO, (50 mL), dried over MgSO,, and concentrated in vacuo to yield the title compound 24 as a colorless solid (0.928 g, 9.3 mmol, 48%). HRMS (EI+) Calculated for C,H,O,B (M)’: 100.0696 Found: 100.0696	Paper9_SIa	21	210	856	2339	2876
470	-1	"Lee, Gray, Paek, and Burke ""Los ci SL BORO MeN AW BOM BB, AAW 8889 M Pd(OAc) © 24 S PCy, KPO, : Me 25 Pr #Pr THE, 45 °C Ss bb 36h, 88% i-Pr (E,E,E)-1,3,5-Octatrienylboronate ester (25) MeN y\. ows sox oO Me 25 TLC (EtOAc) R; = 0.35, visualized by UV lamp (A = 254 nm). 'H NMR (500 MHz, acetone-d,) 6 6.56 (dd, J = 10.0, 17.5 Hz, 1H), 6.26 (dd, J = 10.5, 15.0 Hz, 1H), 6.19 (dd, J = 10.0, 15.0 Hz, 1H), 6.10 (tdd, J = 1.5, 10.0, 15.0 Hz, 1H), 5.80 (td, J = 6.5, 15.0 Hz, 1H), 5.63 (d, J = 17.0 Hz, 1H), 4.19 (d, J = 17.0 Hz, 2H), 4.02 (d, J = 17.0 Hz, 2H), 2.98 (s, 3H), 2.11 (m, 2H), 0.98 (t, J = 7.5 Hz, 3H). '3C NMR (125 MHz, acetone-d,) 6 168.0, 143.5, 138.3, 134.8, 133.6, 130.4, 62.3, 47.3, 26.4, 13.8. ''B NMR (100 MHz, acetone-d,) 6 11.6. $22"	Paper9_SIa	22	211	161	2340	3130
471	-1	A solution of the palladium catalyst was prepared as follows: To a 4 mL vial equipped with a magnetic stir bar and containing 2-dicyclohexylphosphino-2’,4’,6’-tri-iso-propyl-1,1’-biphenyl (5b) (17.3 mg, 0.036 mmol, 2.0 eq.) was added a solution of Pd(OAc), in THF (0.0109 M, 1.664 mL, 0.018 mmol, 1.0 eq.). The vial was sealed with a PIFE-lined cap and stirred at 23 °C for 30 min. HRMS (EI+) Calculated for C,,H,,O,NB (M)*: 263.1329 Found: 263.1331	Paper9_SIa	22	209	923	2339	3053
472	-1	This catalyst solution was then utilized in the following procedure: To a 20 mL J-Chem vial equipped with a stir bar and containing (£)-1-butenylboronic acid (24) (113 mg, 1.13 mmol, 2.0 eq.) was added BB, (138 mg, 0.521 mmol, 1.0 eq.), anhydrous K,PO, as a finely ground powder (301 mg, 1.42 mmol, 2.5 eq.), THF (7.9 mL), and the catalyst solution (0.780 mL, 0.0085 mmol Pd, 1.5 mol% Pd). The resulting mixture was sealed with a PTFE-lined cap and stirred at 45 °C for 23 h. (BB, and product 25 were best separated on TLC plates by eluting three times with hexanes:EtOAc 2:3). The mixture was then filtered through a pad of silica gel with copious amounts of acetonitrile. To the resulting solution was added Florisil® gel and then the solvent was removed in vacuo. The resulting powder was dry-loaded on top of a silica gel column and flash chromatography was performed (Et,O — Et,O:MeCN 4:1) to yield the title compound 25 as a yellow powder (120 mg, 0.456 mmol, 88%).	Paper9_SIa	22	211	1154	2341	1721
